task,folder,explained_model_backbone,eval_tokens,eval_metric,metric_result
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_AOPC_SUFFICIENCY,BERT,NO_SPECIAL_TOKENS,AOPC_SUFFICIENCY,0.07396246099720398
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_COMPREHENSIVENESS,BERT,ALL_TOKENS,COMPREHENSIVENESS,0.19670028729736805
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_COMPREHENSIVENESS,BERT,NO_CLS,COMPREHENSIVENESS,0.18715384456515313
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_COMPREHENSIVENESS,BERT,NO_SPECIAL_TOKENS,COMPREHENSIVENESS,0.1837326210141182
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_EVAL_LOG_ODDS,BERT,ALL_TOKENS,EVAL_LOG_ODDS,-1.1926466063136176
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_EVAL_LOG_ODDS,BERT,NO_CLS,EVAL_LOG_ODDS,-1.1597518192510907
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_EVAL_LOG_ODDS,BERT,NO_SPECIAL_TOKENS,EVAL_LOG_ODDS,-1.1384790870051074
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_SUFFICIENCY,BERT,ALL_TOKENS,SUFFICIENCY,0.07931011348962784
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_SUFFICIENCY,BERT,NO_CLS,SUFFICIENCY,0.08029424488544464
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_integrated_gradients_1712055632_metric_SUFFICIENCY,BERT,NO_SPECIAL_TOKENS,SUFFICIENCY,0.0782833679318428
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_AOPC_COMPREHENSIVENESS,BERT,ALL_TOKENS,AOPC_COMPREHENSIVENESS,0.037025188744068134
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_AOPC_COMPREHENSIVENESS,BERT,NO_CLS,AOPC_COMPREHENSIVENESS,0.03333257518211999
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_AOPC_COMPREHENSIVENESS,BERT,NO_SPECIAL_TOKENS,AOPC_COMPREHENSIVENESS,0.03143101021895804
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_AOPC_SUFFICIENCY,BERT,ALL_TOKENS,AOPC_SUFFICIENCY,0.1760554047351082
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_AOPC_SUFFICIENCY,BERT,NO_CLS,AOPC_SUFFICIENCY,0.1794765757670005
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_AOPC_SUFFICIENCY,BERT,NO_SPECIAL_TOKENS,AOPC_SUFFICIENCY,0.18136070068428914
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_COMPREHENSIVENESS,BERT,ALL_TOKENS,COMPREHENSIVENESS,0.044493339926004405
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_COMPREHENSIVENESS,BERT,NO_CLS,COMPREHENSIVENESS,0.04214639835059643
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_COMPREHENSIVENESS,BERT,NO_SPECIAL_TOKENS,COMPREHENSIVENESS,0.04027195596694946
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_EVAL_LOG_ODDS,BERT,ALL_TOKENS,EVAL_LOG_ODDS,-0.1953580857099005
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_EVAL_LOG_ODDS,BERT,NO_CLS,EVAL_LOG_ODDS,-0.21134754552316737
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_EVAL_LOG_ODDS,BERT,NO_SPECIAL_TOKENS,EVAL_LOG_ODDS,-0.18234792130815913
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_SUFFICIENCY,BERT,ALL_TOKENS,SUFFICIENCY,0.18217148506641387
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_SUFFICIENCY,BERT,NO_CLS,SUFFICIENCY,0.19721792082488537
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_lime_1712047044_metric_SUFFICIENCY,BERT,NO_SPECIAL_TOKENS,SUFFICIENCY,0.19994781255722047
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_AOPC_COMPREHENSIVENESS,BERT,ALL_TOKENS,AOPC_COMPREHENSIVENESS,0.12581129392981527
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_AOPC_COMPREHENSIVENESS,BERT,NO_CLS,AOPC_COMPREHENSIVENESS,0.12383975218236444
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_AOPC_COMPREHENSIVENESS,BERT,NO_SPECIAL_TOKENS,AOPC_COMPREHENSIVENESS,0.12363982024788854
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_AOPC_SUFFICIENCY,BERT,ALL_TOKENS,AOPC_SUFFICIENCY,0.07352228796978791
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_AOPC_SUFFICIENCY,BERT,NO_CLS,AOPC_SUFFICIENCY,0.07510312130550542
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_AOPC_SUFFICIENCY,BERT,NO_SPECIAL_TOKENS,AOPC_SUFFICIENCY,0.07758571322262285
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_COMPREHENSIVENESS,BERT,ALL_TOKENS,COMPREHENSIVENESS,0.1937145646512508
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_COMPREHENSIVENESS,BERT,NO_CLS,COMPREHENSIVENESS,0.1936211162805557
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_COMPREHENSIVENESS,BERT,NO_SPECIAL_TOKENS,COMPREHENSIVENESS,0.1907919476777315
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_EVAL_LOG_ODDS,BERT,ALL_TOKENS,EVAL_LOG_ODDS,-1.1353545992406289
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_EVAL_LOG_ODDS,BERT,NO_CLS,EVAL_LOG_ODDS,-1.1119604433946806
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_EVAL_LOG_ODDS,BERT,NO_SPECIAL_TOKENS,EVAL_LOG_ODDS,-1.086567530822882
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_SUFFICIENCY,BERT,ALL_TOKENS,SUFFICIENCY,0.05282409524917603
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_SUFFICIENCY,BERT,NO_CLS,SUFFICIENCY,0.05597437477111816
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_BERT_sequential_integrated_gradients_1712059909_metric_SUFFICIENCY,BERT,NO_SPECIAL_TOKENS,SUFFICIENCY,0.062024525701999664
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_AOPC_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,AOPC_COMPREHENSIVENESS,0.11812302170693871
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_CLS,AOPC_COMPREHENSIVENESS,0.11864374365160858
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,AOPC_COMPREHENSIVENESS,0.11759658570587632
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_AOPC_SUFFICIENCY,ROBERTA,ALL_TOKENS,AOPC_SUFFICIENCY,0.07490671181802945
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_AOPC_SUFFICIENCY,ROBERTA,NO_CLS,AOPC_SUFFICIENCY,0.07499097577854988
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_AOPC_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,AOPC_SUFFICIENCY,0.07717988814537721
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,COMPREHENSIVENESS,0.15695695042610167
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_COMPREHENSIVENESS,ROBERTA,NO_CLS,COMPREHENSIVENESS,0.15842779375612734
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,COMPREHENSIVENESS,0.16079520560801025
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_EVAL_LOG_ODDS,ROBERTA,ALL_TOKENS,EVAL_LOG_ODDS,-0.7220796486411564
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_EVAL_LOG_ODDS,ROBERTA,NO_CLS,EVAL_LOG_ODDS,-0.7582270185488451
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_EVAL_LOG_ODDS,ROBERTA,NO_SPECIAL_TOKENS,EVAL_LOG_ODDS,-0.7528965005444188
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_SUFFICIENCY,ROBERTA,ALL_TOKENS,SUFFICIENCY,0.055391384318470946
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_SUFFICIENCY,ROBERTA,NO_CLS,SUFFICIENCY,0.05499718166887759
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_alti_1712131641_metric_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,SUFFICIENCY,0.05912808530032633
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_AOPC_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,AOPC_COMPREHENSIVENESS,0.08805241981397069
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_CLS,AOPC_COMPREHENSIVENESS,0.08631015177319444
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,AOPC_COMPREHENSIVENESS,0.08709488019843893
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_AOPC_SUFFICIENCY,ROBERTA,ALL_TOKENS,AOPC_SUFFICIENCY,0.06861151843269662
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_AOPC_SUFFICIENCY,ROBERTA,NO_CLS,AOPC_SUFFICIENCY,0.0675766099989414
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_AOPC_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,AOPC_SUFFICIENCY,0.07082392154633996
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,COMPREHENSIVENESS,0.1378629736304283
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_COMPREHENSIVENESS,ROBERTA,NO_CLS,COMPREHENSIVENESS,0.13444026234745976
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,COMPREHENSIVENESS,0.13782651938498017
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_EVAL_LOG_ODDS,ROBERTA,ALL_TOKENS,EVAL_LOG_ODDS,-0.5826242974694469
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_EVAL_LOG_ODDS,ROBERTA,NO_CLS,EVAL_LOG_ODDS,-0.5690193271960307
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_EVAL_LOG_ODDS,ROBERTA,NO_SPECIAL_TOKENS,EVAL_LOG_ODDS,-0.5661294894680177
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_SUFFICIENCY,ROBERTA,ALL_TOKENS,SUFFICIENCY,0.08088553334772586
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_SUFFICIENCY,ROBERTA,NO_CLS,SUFFICIENCY,0.08100367069244384
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_decompX_1712126419_metric_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,SUFFICIENCY,0.0859266143888235
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_AOPC_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,AOPC_COMPREHENSIVENESS,0.029697835023204465
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_CLS,AOPC_COMPREHENSIVENESS,0.029291437157740175
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,AOPC_COMPREHENSIVENESS,0.029367538193861623
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_AOPC_SUFFICIENCY,ROBERTA,ALL_TOKENS,AOPC_SUFFICIENCY,0.2135463938564062
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_AOPC_SUFFICIENCY,ROBERTA,NO_CLS,AOPC_SUFFICIENCY,0.2153743747050563
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_AOPC_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,AOPC_SUFFICIENCY,0.2166832265605529
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,COMPREHENSIVENESS,0.039477067440748206
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_COMPREHENSIVENESS,ROBERTA,NO_CLS,COMPREHENSIVENESS,0.0393908749371767
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,COMPREHENSIVENESS,0.03827842366695403
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_EVAL_LOG_ODDS,ROBERTA,ALL_TOKENS,EVAL_LOG_ODDS,-0.1420549703723227
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_EVAL_LOG_ODDS,ROBERTA,NO_CLS,EVAL_LOG_ODDS,-0.14663225547589537
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_EVAL_LOG_ODDS,ROBERTA,NO_SPECIAL_TOKENS,EVAL_LOG_ODDS,-0.1458594658860093
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_SUFFICIENCY,ROBERTA,ALL_TOKENS,SUFFICIENCY,0.24932729202508924
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_SUFFICIENCY,ROBERTA,NO_CLS,SUFFICIENCY,0.2519786925166845
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_deep_lift_1712091669_metric_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,SUFFICIENCY,0.2535814764946699
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_AOPC_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,AOPC_COMPREHENSIVENESS,0.010996465427180122
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_CLS,AOPC_COMPREHENSIVENESS,0.010894461649159581
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,AOPC_COMPREHENSIVENESS,0.01037167754272619
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_AOPC_SUFFICIENCY,ROBERTA,ALL_TOKENS,AOPC_SUFFICIENCY,0.37098956280450024
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_AOPC_SUFFICIENCY,ROBERTA,NO_CLS,AOPC_SUFFICIENCY,0.37173894619445
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_AOPC_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,AOPC_SUFFICIENCY,0.3746391315733393
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,COMPREHENSIVENESS,0.010815210014581684
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_COMPREHENSIVENESS,ROBERTA,NO_CLS,COMPREHENSIVENESS,0.010184808239340783
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,COMPREHENSIVENESS,0.009870290711522105
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_EVAL_LOG_ODDS,ROBERTA,ALL_TOKENS,EVAL_LOG_ODDS,-0.016411971147390438
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_EVAL_LOG_ODDS,ROBERTA,NO_CLS,EVAL_LOG_ODDS,-0.014059057752863745
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_EVAL_LOG_ODDS,ROBERTA,NO_SPECIAL_TOKENS,EVAL_LOG_ODDS,-0.010136487744166525
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_SUFFICIENCY,ROBERTA,ALL_TOKENS,SUFFICIENCY,0.569664653211832
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_SUFFICIENCY,ROBERTA,NO_CLS,SUFFICIENCY,0.5684432706981898
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_1712136407_metric_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,SUFFICIENCY,0.5753727867007256
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_dim_0_1712140423_metric_AOPC_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,AOPC_COMPREHENSIVENESS,0.024529209114470547
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_dim_0_1712140423_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_CLS,AOPC_COMPREHENSIVENESS,0.02694093543778423
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_dim_0_1712140423_metric_AOPC_COMPREHENSIVENESS,ROBERTA,NO_SPECIAL_TOKENS,AOPC_COMPREHENSIVENESS,0.03273726503054297
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_dim_0_1712140423_metric_AOPC_SUFFICIENCY,ROBERTA,ALL_TOKENS,AOPC_SUFFICIENCY,0.13586354574317447
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_dim_0_1712140423_metric_AOPC_SUFFICIENCY,ROBERTA,NO_CLS,AOPC_SUFFICIENCY,0.13418123229119758
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_dim_0_1712140423_metric_AOPC_SUFFICIENCY,ROBERTA,NO_SPECIAL_TOKENS,AOPC_SUFFICIENCY,0.1352715436017738
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_dim_0_1712140423_metric_COMPREHENSIVENESS,ROBERTA,ALL_TOKENS,COMPREHENSIVENESS,0.014939369458072574
agn,_home_yonatanto_work_theza_EXPLAINABILITY_EXP_BASELINES_V002_runs_baselines_OUT_agn_ROBERTA_glob_enc_dim_0_1712140423_metric_COMPREHENSIVENESS,ROBERTA,NO_CLS,COMPREHENSIVENESS,0.03384684954049451
